Candidate,Polling,Pollster,Nationwide,State,Sample_Size,Voter_Type,DMY,Link
"Nikki Haley",4.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Vivek Ramaswamy",5.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Marco Rubio",3.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Tim Scott",1.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Tulsi Gabbard",1.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Elise Stefanik",1.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Kristi Noem",1.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Glenn Youngkin",2.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"Ted Cruz",2.00,"J.L. Partners",1,NULL,1006,"Registered Voters",2025-04-23,https://floridapolitics.com/archives/735360-desantis-poll-28/
"J.D. Vance",43.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Nikki Haley",5.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Vivek Ramaswamy",2.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Marco Rubio",2.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Greg Abbott",1.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Sarah Huckabee Sanders",2.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Ron Desantis",6.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Tim Scott",1.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Rick Scott",1.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Elise Stefanik",1.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Kristi Noem",2.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Glenn Youngkin",1.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"Tulsi Gabbard",1.00,"McLaughlin & Associates",1,NULL,456,"Likely Voters",2025-04-24,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-April-Presentation-RELEASE-04-29-25.pdf
"J.D. Vance",44.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Nikki Haley",8.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Vivek Ramaswamy",5.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Marco Rubio",4.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Ted Cruz",4.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Glenn Youngkin",3.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Ron Desantis",7.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Sarah Huckabee Sanders",1.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Tulsi Gabbard",1.00,"Echelon Insights",1,NULL,426,"Likely Voters",2025-05-08,https://echeloninsights.com/in-the-news/may-2025-verified-voter-omnibus-2-2-2-2-2/
"Ron Desantis",8.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"J.D. Vance",46.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Nikki Haley",5.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Vivek Ramaswamy",7.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Marco Rubio",6.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Tim Scott",2.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Elise Stefanik",1.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Kristi Noem",2.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Glenn Youngkin",1.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Ted Cruz",6.00,"J.L. Partners",1,NULL,975,"Registered Voters",2025-05-13,https://www.telegraph.co.uk/us/politics/2025/05/16/jd-vance-is-runaway-republican-candidate-polling-reveal/
"Ron Desantis",8.00,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"J.D. Vance",37.30,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"Vivek Ramaswamy",5.30,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"Marco Rubio",18.70,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"Tim Scott",2.20,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"Glenn Youngkin",1.10,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"J.D. Vance",36.00,"McLaughlin & Associates",1,NULL,455,"Likely Voters",2025-06-10,https://mclaughlinonline.com/pols/wp-content/uploads/2025/06/National-June-Presentation-RELEASE-6-16-25.pdf
"Nikki Haley",4.00,"McLaughlin & Associates",1,NULL,455,"Likely Voters",2025-06-10,https://mclaughlinonline.com/pols/wp-content/uploads/2025/06/National-June-Presentation-RELEASE-6-16-25.pdf
"Vivek Ramaswamy",2.00,"McLaughlin & Associates",1,NULL,455,"Likely Voters",2025-06-10,https://mclaughlinonline.com/pols/wp-content/uploads/2025/06/National-June-Presentation-RELEASE-6-16-25.pdf
"Marco Rubio",4.00,"McLaughlin & Associates",1,NULL,455,"Likely Voters",2025-06-10,https://mclaughlinonline.com/pols/wp-content/uploads/2025/06/National-June-Presentation-RELEASE-6-16-25.pdf
"Ron Desantis",6.00,"McLaughlin & Associates",1,NULL,455,"Likely Voters",2025-06-10,https://mclaughlinonline.com/pols/wp-content/uploads/2025/06/National-June-Presentation-RELEASE-6-16-25.pdf
"J.D. Vance",61.00,co/efficient,1,NULL,1035,"Likely Voters",2025-06-12,https://coefficient.org/national-ice-protests-study/
"Vivek Ramaswamy",6.00,co/efficient,1,NULL,1035,"Likely Voters",2025-06-12,https://coefficient.org/national-ice-protests-study/
"Marco Rubio",5.00,co/efficient,1,NULL,1035,"Likely Voters",2025-06-12,https://coefficient.org/national-ice-protests-study/
"Ron Desantis",10.00,co/efficient,1,NULL,1035,"Likely Voters",2025-06-12,https://coefficient.org/national-ice-protests-study/
"J.D. Vance",30.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Nikki Haley",2.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Vivek Ramaswamy",3.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Marco Rubio",1.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Ted Cruz",1.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Ron Desantis",5.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Tulsi Gabbrd",2.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"Glenn Youngkin",1.00,"Emerson College",1,NULL,420,"Registered Voters",2024-11-20,https://emersoncollegepolling.com/november-2024-national-poll-trump-favorability-jumps-post-election-2028-election-kicks-off-with-harris-and-vance-leading-primaries/
"J.D. Vance",34.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Nikki Haley",4.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Vivek Ramaswamy",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Marco Rubio",5.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Greg Abbott",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Sarah Huckabee Sanders",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Ron Desantis",5.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Tim Scott",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Rick Scott",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Elise Stefanik",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Kristi Noem",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Glenn Youngkin",1.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Tulsi Gabbard",2.00,"McLaughlin & Associates",1,NULL,457,"Likely Voters",2025-05-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/05/National-May-Presentation-RELEASE-05-27-25.pdf
"Ron Desantis",11.00,"Overton Insights",1,NULL,444,"Registered Voters",2025-06-23,https://overtoninsights.com/wp-content/uploads/2025/07/July-2025-Poll.pdf
"J.D. Vance",32.00,"Overton Insights",1,NULL,444,"Registered Voters",2025-06-23,https://overtoninsights.com/wp-content/uploads/2025/07/July-2025-Poll.pdf
"Vivek Ramaswamy",3.00,"Overton Insights",1,NULL,444,"Registered Voters",2025-06-23,https://overtoninsights.com/wp-content/uploads/2025/07/July-2025-Poll.pdf
"Nikki Haley",7.00,"Overton Insights",1,NULL,444,"Registered Voters",2025-06-23,https://overtoninsights.com/wp-content/uploads/2025/07/July-2025-Poll.pdf
"Marco Rubio",9.00,"Overton Insights",1,NULL,444,"Registered Voters",2025-06-23,https://overtoninsights.com/wp-content/uploads/2025/07/July-2025-Poll.pdf
"J.D. Vance",42.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Nikki Haley",6.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Vivek Ramaswamy",4.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Marco Rubio",7.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Tim Scott",1.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Glenn Youngkin",1.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Ron Desantis",9.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Sarah Huckabee Sanders",3.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"Tulsi Gabbard",1.00,"Echelon Insights",1,NULL,463,"Likely Voters",2025-07-10,https://echeloninsights.com/in-the-news/july-2025-verified-voter-omnibus-2-2-2-2-2-2-2/
"J.D. Vance",31.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Nikki Haley",4.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Vivek Ramaswamy",3.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Marco Rubio",4.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Glenn Youngkin",2.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Tim Scott",1.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Tom Cotton",1.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Tulsi Gabbard",1.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Greg Abbott",1.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Elise Stefanik",1.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Ron Desantis",8.00,"McLaughlin & Associates",1,NULL,459,"Likely Voters",2025-07-09,https://mclaughlinonline.com/pols/wp-content/uploads/2025/07/National-July-Presentation-RELEASE-07-15-25.pdf
"Ron Desantis",13.20,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"J.D. Vance",57.90,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Vivek Ramaswamy",1.80,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Marco Rubio",9.70,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Tim Scott",2.60,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Greg Abbott",0.90,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Brian Kemp",0.20,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Tom Cotton",0.20,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"Kristi Noem",1.40,"Atlas Intel",1,NULL,1935,NULL,2025-07-13,https://atlasintel.org/poll/usa-national-2025-07-18
"J.D. Vance",60.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"Marco Rubio",9.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"Kristi Noem",8.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"Tucker Carlson",5.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"Glenn Youngkin",3.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"Ron Desantis",9.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"Vivek Ramaswamy",1.00,"Atlas Intel",1,NULL,2347,NULL,2025-04-11,https://cdn.atlasintel.org/e3edc86b-aac7-4ebe-9ef7-6a8346f658f6.pdf?_gl=1*1po007n*_ga*NjMxOTI2NjYxLjE3NDQ5Mjc1MzM.*_ga_W78QD5CNP1*MTc0NDkyNzUzMy4xLjAuMTc0NDkyNzUzMy4wLjAuMA
"J.D. Vance",53.00,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Nikki Haley",2.70,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Vivek Ramaswamy",3.00,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Marco Rubio",5.30,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Ted Cruz",2.40,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Ron Desantis",7.40,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Tulsi Gabbard",0.50,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Kristi Noem",1.00,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Brian Kemp",0.80,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"Glenn Youngkin",0.80,"Emerson College",NULL,"North Carolina",416,"Likely Voters",2025-07-28,https://emersoncollegepolling.com/north-carolina-2026-poll-cooper-starts-us-senate-race-with-six-point-lead-and-clear-name-recognition-advantage-over-whatley/
"J.D. Vance",46.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Nikki Haley",2.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Vivek Ramaswamy",3.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Marco Rubio",12.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Ted Cruz",0.50,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Ron Desantis",9.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Tulsi Gabbard",1.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Kristi Noem",2.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"Glenn Youngkin",1.00,"Emerson College",1,NULL,416,"Registered Voters",2025-06-24,https://emersoncollegepolling.com/june-national-poll/
"J.D. Vance",39.60,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Nikki Haley",4.60,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Vivek Ramaswamy",3.90,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Marco Rubio",4.20,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Ted Cruz",6.40,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Ron Desantis",8.80,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
